Date,Time of Day,Day of Week,Latitude,Longitude,Neighborhood,Safety Index,Population Density,Median Income,Crime Type,Severity Score,Past Crime Density,Arrest Made,Temperature,Visibility,Event,Location Type,Unemployment Rate,Actions Taken,Police Station Proximity (km),Surveillance Cameras,Public Transport Score
2024-02-18,Morning,Sunday,41.8781,-87.6298,Urban,5,15000,55000,Theft,4,43,1,31.153512992441193,Rainy,None,Commercial,11.06521127442921,9,2.615152014049334,7,5
2024-12-11,Morning,Wednesday,41.8781,-87.6298,Urban,5,15000,55000,Fraud,7,12,0,34.38120972933797,Foggy,None,Residential,7.021615665866276,3,8.693545151968769,10,10
2024-04-01,Evening,Monday,40.7128,-74.006,Downtown,3,25000,60000,Assault,4,25,0,1.5655700002467254,Rainy,None,Commercial,6.65570221029823,5,7.585110373386606,6,8
2024-02-17,Afternoon,Saturday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,4,6,0,19.192794208997693,Rainy,None,Residential,5.459118822414909,1,5.065545884899161,5,3
2024-02-11,Afternoon,Sunday,29.7604,-95.3698,Industrial,4,10000,50000,Theft,4,19,0,6.3587437011028225,Rainy,None,Residential,7.390233356688386,1,8.817568579876735,17,7
2024-04-12,Morning,Friday,41.8781,-87.6298,Urban,5,15000,55000,Robbery,2,10,1,-0.8426503462731549,Rainy,None,Highways,10.045898600600182,7,7.943409541727892,10,5
2024-06-13,Morning,Thursday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,5,4,1,34.2072512456387,Foggy,None,Residential,7.515190401327294,6,7.123117622951619,7,1
2024-03-26,Afternoon,Tuesday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,1,1,1,23.145485162651717,Clear,None,Residential,5.856915783272999,10,2.7180085201396498,18,3
2024-03-24,Night,Sunday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,9,16,1,29.587023082212603,Clear,None,Commercial,6.4820348411657065,1,0.49573121510334106,16,9
2024-10-03,Afternoon,Thursday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,5,14,0,3.1820449753588385,Clear,None,Parks,4.054440704731663,9,3.212938481411291,12,9
2024-04-29,Morning,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Theft,3,39,0,10.990760464415965,Rainy,None,Highways,4.930904243976357,3,9.816053209453603,2,3
2024-09-06,Morning,Friday,40.7128,-74.006,Downtown,3,25000,60000,Burglary,7,45,0,15.351053034892441,Foggy,None,Highways,9.114800688546762,10,1.3618484854885327,1,6
2024-12-04,Morning,Wednesday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,1,18,0,8.5650949885564,Foggy,None,Parks,7.006214797200991,10,4.40936707096303,17,7
2024-10-06,Afternoon,Sunday,41.8781,-87.6298,Urban,5,15000,55000,Theft,4,5,0,13.634442991361336,Foggy,None,Highways,7.845842738344244,1,7.988679254520592,6,6
2024-03-11,Morning,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,5,17,1,20.930944621114698,Clear,None,Parks,4.305125801079295,4,5.771210857626001,4,10
2024-09-26,Afternoon,Thursday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,5,36,1,-4.6115034971756375,Foggy,None,Parks,6.131186773061398,8,0.23282399080482935,14,2
2024-08-17,Morning,Saturday,41.8781,-87.6298,Urban,5,15000,55000,Vandalism,1,9,0,34.92673944988577,Foggy,None,Residential,8.552398773613026,3,5.543585138493385,6,2
2024-08-03,Morning,Saturday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,9,10,0,14.263051091038648,Foggy,None,Highways,6.392671556898218,6,0.9697731929197642,16,9
2024-01-21,Morning,Sunday,34.0522,-118.2437,Suburban,7,5000,75000,Vandalism,3,0,1,-1.5884017072217693,Foggy,None,Highways,4.468314062364147,5,2.1145495566120833,6,7
2024-09-30,Afternoon,Monday,40.7128,-74.006,Downtown,3,25000,60000,Assault,5,16,1,23.936879317926408,Foggy,None,Residential,7.791853386043142,2,0.913248007397832,8,10
2024-03-26,Afternoon,Tuesday,41.8781,-87.6298,Urban,5,15000,55000,Assault,2,40,0,20.593182620232646,Rainy,None,Residential,11.654971137157577,8,0.1759330353854912,11,8
2024-08-07,Night,Wednesday,41.8781,-87.6298,Urban,5,15000,55000,Burglary,5,2,0,-1.994124785295055,Clear,None,Highways,6.993198465087632,0,4.123448092884233,12,9
2024-11-06,Afternoon,Wednesday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,1,37,1,27.865784627843162,Clear,None,Highways,8.515717005291844,2,8.156924608752185,1,7
2024-10-28,Afternoon,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Vandalism,7,4,0,-3.9849668832717544,Rainy,None,Commercial,7.764935326593017,2,0.7080099293931915,4,9
2024-01-03,Night,Wednesday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,3,8,1,-0.601481778420192,Rainy,None,Residential,3.076246594744159,2,6.120860730194483,15,2
2024-07-16,Morning,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,4,41,0,17.154578200233846,Foggy,None,Highways,5.6036057492094695,8,8.828486676077375,11,7
2024-08-18,Afternoon,Sunday,41.8781,-87.6298,Urban,5,15000,55000,Fraud,3,38,0,2.1942198392818746,Clear,None,Parks,6.4579202461275145,4,2.874949954944229,18,8
2024-08-09,Afternoon,Friday,34.0522,-118.2437,Suburban,7,5000,75000,Burglary,7,4,1,1.8114122840830982,Foggy,None,Highways,5.568460773657786,2,2.7752488170621197,0,1
2024-07-21,Night,Sunday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,5,30,0,22.786235219061346,Clear,None,Parks,6.1175458036001285,7,8.82868643171502,16,2
2024-12-19,Evening,Thursday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,7,0,0,25.447001128083745,Clear,None,Highways,5.3483806382947385,7,6.418161289118628,12,4
2024-06-11,Morning,Tuesday,41.8781,-87.6298,Urban,5,15000,55000,Burglary,5,43,0,-0.23534085342102884,Clear,None,Highways,9.958208334907045,4,7.686362019773341,9,8
2024-06-17,Afternoon,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,3,21,1,6.196541356858752,Rainy,None,Highways,7.939904585304049,2,2.701037685114338,18,1
2024-12-30,Morning,Monday,34.0522,-118.2437,Suburban,7,5000,75000,Burglary,2,7,0,28.92201226223326,Rainy,None,Parks,3.101448017651253,6,5.445365544082938,17,5
2024-08-06,Night,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,1,47,1,6.216248349241024,Foggy,None,Highways,4.147752670737125,2,4.341000595415167,4,4
2024-03-19,Afternoon,Tuesday,40.7128,-74.006,Downtown,3,25000,60000,Fraud,3,29,0,19.611764197813955,Foggy,None,Parks,8.141782471384733,0,4.9975594739941975,3,1
2024-06-28,Morning,Friday,34.0522,-118.2437,Suburban,7,5000,75000,Fraud,8,13,1,-2.2354150628564318,Clear,None,Highways,5.577042831417639,5,8.867344715167933,1,5
2024-07-11,Evening,Thursday,34.0522,-118.2437,Suburban,7,5000,75000,Vandalism,3,35,0,27.06180665117852,Foggy,None,Highways,3.7345084959309314,2,4.081189601203645,1,9
2024-03-07,Evening,Thursday,41.8781,-87.6298,Urban,5,15000,55000,Burglary,8,17,0,31.622299111006875,Rainy,None,Residential,10.237822344556205,5,8.475811604196013,8,2
2024-12-13,Morning,Friday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,3,33,0,0.5042738758048904,Rainy,None,Parks,7.829815567296454,2,2.7844031152288338,7,5
2024-06-26,Afternoon,Wednesday,41.8781,-87.6298,Urban,5,15000,55000,Vandalism,9,41,1,-4.946484895452876,Foggy,None,Residential,7.5675272325040766,1,2.0980933905903654,17,5
2024-03-25,Night,Monday,34.0522,-118.2437,Suburban,7,5000,75000,Fraud,4,31,0,2.9990696919285442,Foggy,None,Residential,4.874719574915978,3,4.103595811096578,8,8
2024-03-08,Morning,Friday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,4,22,0,28.155530075755088,Rainy,None,Residential,9.530027366652043,0,7.54285213129228,0,5
2024-10-29,Morning,Tuesday,40.7128,-74.006,Downtown,3,25000,60000,Assault,4,29,1,3.3148527848718423,Foggy,None,Highways,6.616355296627612,9,1.5285896880144287,10,2
2024-03-23,Morning,Saturday,34.0522,-118.2437,Suburban,7,5000,75000,Burglary,6,47,0,5.136814971767635,Rainy,None,Highways,4.531939859335864,2,1.9300693909025146,9,4
2024-07-02,Night,Tuesday,41.8781,-87.6298,Urban,5,15000,55000,Burglary,4,46,0,34.883394597464765,Rainy,None,Commercial,11.183234242239795,8,6.405585089870297,8,4
2024-06-24,Night,Monday,40.7128,-74.006,Downtown,3,25000,60000,Assault,6,26,0,3.193233807360105,Rainy,None,Residential,9.702609357445864,10,6.826013602194207,7,1
2024-01-23,Night,Tuesday,34.0522,-118.2437,Suburban,7,5000,75000,Assault,4,48,0,11.011616125220279,Clear,None,Highways,4.915247919462412,8,8.36687130465486,11,8
2024-01-27,Night,Saturday,34.0522,-118.2437,Suburban,7,5000,75000,Fraud,7,13,1,-2.227901098169598,Foggy,None,Parks,4.81527169027879,10,9.822809369746313,19,7
2024-08-11,Night,Sunday,41.8781,-87.6298,Urban,5,15000,55000,Robbery,7,19,1,34.669205768465055,Rainy,None,Commercial,10.584774619288048,2,9.372960481436136,17,6
2024-11-15,Night,Friday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,1,30,0,2.839175942213785,Foggy,None,Parks,4.871856800722579,1,8.112778610820026,2,5
2024-12-18,Evening,Wednesday,40.7128,-74.006,Downtown,3,25000,60000,Assault,1,4,0,29.12259607638309,Rainy,None,Commercial,6.362151368822496,7,3.8380027097827374,16,10
2024-10-16,Evening,Wednesday,41.8781,-87.6298,Urban,5,15000,55000,Fraud,8,40,0,13.933981397506876,Foggy,None,Commercial,8.991736304865075,10,8.204726091465602,4,3
2024-12-25,Night,Wednesday,41.8781,-87.6298,Urban,5,15000,55000,Vandalism,2,44,1,-0.2003991640749092,Foggy,Christmas,Parks,8.962724566551433,6,0.561942365604655,18,8
2024-06-24,Night,Monday,34.0522,-118.2437,Suburban,7,5000,75000,Assault,1,14,0,26.4848001809791,Rainy,None,Residential,5.039759330038194,4,8.618182198469775,2,10
2024-01-25,Evening,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,6,14,0,22.585780837016518,Clear,None,Parks,6.320608346162748,2,7.612555591945446,14,3
2024-08-25,Morning,Sunday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,2,40,1,-1.654118455945719,Foggy,None,Parks,6.925836373365446,7,6.620278580312665,0,9
2024-11-12,Morning,Tuesday,34.0522,-118.2437,Suburban,7,5000,75000,Vandalism,6,16,0,-4.846376680111706,Clear,None,Parks,5.0793427385469485,0,3.423148685101733,17,5
2024-10-11,Afternoon,Friday,41.8781,-87.6298,Urban,5,15000,55000,Fraud,5,5,0,19.689947051488023,Foggy,None,Residential,10.423886743577556,10,2.5700674665462286,14,5
2024-03-11,Evening,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Theft,3,47,0,23.58044219478305,Clear,None,Parks,4.5286595643440295,6,2.158598086597408,17,10
2024-07-18,Morning,Thursday,41.8781,-87.6298,Urban,5,15000,55000,Assault,4,10,0,10.163425050102632,Rainy,None,Highways,10.332560370283472,7,7.306765653190998,17,8
2024-06-12,Afternoon,Wednesday,29.7604,-95.3698,Industrial,4,10000,50000,Theft,9,25,0,23.2774956891002,Rainy,None,Residential,5.4797875924853425,2,7.0353728373677,4,1
2024-01-12,Night,Friday,40.7128,-74.006,Downtown,3,25000,60000,Theft,3,8,0,11.23647237242459,Rainy,None,Commercial,9.838567468414578,7,7.821932355444171,3,2
2024-08-11,Morning,Sunday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,9,18,1,26.216146919597616,Rainy,None,Commercial,4.6866318538927345,9,8.634798707234989,2,3
2024-07-20,Evening,Saturday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,8,4,1,12.862470425592676,Foggy,None,Commercial,8.909695192779939,10,5.394278245329117,16,8
2024-09-27,Afternoon,Friday,41.8781,-87.6298,Urban,5,15000,55000,Robbery,3,26,0,24.850753644568382,Clear,None,Highways,7.657820273174028,0,8.813354148586441,8,10
2024-08-11,Afternoon,Sunday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,5,13,1,15.744370553197797,Clear,None,Commercial,7.941286232451631,6,5.089108430615294,3,7
2024-03-29,Night,Friday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,9,28,0,33.75399521512196,Rainy,None,Commercial,7.800845116212477,8,7.076871381824005,13,4
2024-01-20,Night,Saturday,40.7128,-74.006,Downtown,3,25000,60000,Assault,1,23,1,27.684334075524532,Foggy,None,Commercial,7.401486735985527,10,3.537350337102438,4,10
2024-09-23,Evening,Monday,41.8781,-87.6298,Urban,5,15000,55000,Vandalism,4,42,0,16.73870345303324,Rainy,None,Commercial,10.27861187114236,8,8.34786552765196,2,1
2024-09-14,Morning,Saturday,40.7128,-74.006,Downtown,3,25000,60000,Fraud,4,41,0,9.054201848969061,Clear,None,Residential,7.810045936374664,3,2.986879992940354,9,6
2024-09-06,Evening,Friday,29.7604,-95.3698,Industrial,4,10000,50000,Vandalism,6,23,0,17.328564756836045,Foggy,None,Parks,7.685900789274733,7,9.626424157116936,4,7
2024-04-16,Morning,Tuesday,41.8781,-87.6298,Urban,5,15000,55000,Robbery,3,40,0,21.50934340065279,Rainy,None,Highways,10.249915988501673,3,7.483583223582155,4,10
2024-04-06,Morning,Saturday,41.8781,-87.6298,Urban,5,15000,55000,Robbery,4,34,0,4.34593889067019,Rainy,None,Residential,7.911367083468612,0,8.538027861977136,1,9
2024-11-08,Evening,Friday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,2,21,0,28.262451011159,Clear,None,Highways,6.685242705362778,4,7.532227537188687,5,6
2024-04-26,Morning,Friday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,2,44,0,1.3079895473921566,Rainy,None,Parks,5.243609970681307,9,8.169304425120265,17,4
2024-05-20,Night,Monday,34.0522,-118.2437,Suburban,7,5000,75000,Theft,4,3,0,25.772869467780495,Rainy,None,Highways,5.228081018689909,4,3.9282149382397615,4,7
2024-09-14,Evening,Saturday,29.7604,-95.3698,Industrial,4,10000,50000,Vandalism,1,18,1,22.621939419784034,Foggy,None,Highways,6.280962263973947,1,9.025797361205134,13,8
2024-12-02,Night,Monday,41.8781,-87.6298,Urban,5,15000,55000,Vandalism,7,22,0,-0.6121622190994325,Rainy,None,Residential,7.706864132685997,5,7.4346312489604385,14,10
2024-03-07,Morning,Thursday,41.8781,-87.6298,Urban,5,15000,55000,Vandalism,2,22,0,-1.884045156584384,Foggy,None,Parks,6.388057410949381,7,6.322654287924465,15,3
2024-02-18,Afternoon,Sunday,40.7128,-74.006,Downtown,3,25000,60000,Assault,7,2,1,9.415400839094588,Clear,None,Residential,5.707058006474772,5,3.1424328052247428,14,7
2024-05-02,Afternoon,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Fraud,6,44,1,-2.449223437711545,Clear,None,Commercial,6.41647151713039,3,8.733389560960982,7,1
2024-09-24,Night,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,1,44,0,2.861342856270803,Rainy,None,Highways,4.637121782126546,1,4.163788436461689,15,3
2024-01-28,Evening,Sunday,34.0522,-118.2437,Suburban,7,5000,75000,Assault,9,45,1,9.155058087347342,Foggy,None,Parks,5.157709984032433,4,9.405602795402439,15,4
2024-06-11,Evening,Tuesday,41.8781,-87.6298,Urban,5,15000,55000,Fraud,7,8,0,16.762847766688314,Foggy,None,Highways,11.534616068459323,9,4.326469340596829,3,3
2024-03-15,Morning,Friday,34.0522,-118.2437,Suburban,7,5000,75000,Assault,6,20,0,17.551600532585777,Foggy,None,Commercial,5.526135814624121,6,6.4456078675406525,14,4
2024-11-22,Night,Friday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,8,0,1,8.161440475811732,Clear,None,Parks,4.9261893228183276,1,9.330426910862997,16,8
2024-10-24,Afternoon,Thursday,34.0522,-118.2437,Suburban,7,5000,75000,Fraud,9,20,0,2.179171129429318,Rainy,None,Highways,5.3814876521584445,8,1.950321932074566,2,10
2024-11-05,Afternoon,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Theft,9,34,0,32.318357627988426,Clear,None,Commercial,6.984834818308423,3,6.938993004437366,17,3
2024-10-02,Night,Wednesday,34.0522,-118.2437,Suburban,7,5000,75000,Fraud,7,0,0,7.242650080053297,Foggy,None,Parks,5.708085523688009,1,9.771158583038638,11,3
2024-06-16,Morning,Sunday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,6,16,0,19.60086005542405,Clear,None,Residential,8.4006422805038,3,0.652699342611834,13,6
2024-09-04,Night,Wednesday,34.0522,-118.2437,Suburban,7,5000,75000,Theft,2,39,0,14.595890607510306,Clear,None,Commercial,3.003176515574677,2,9.567167603630013,4,5
2024-04-04,Evening,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Burglary,2,7,0,17.530877596148265,Rainy,None,Residential,6.518494410613645,5,7.618959301909389,10,2
2024-07-07,Morning,Sunday,41.8781,-87.6298,Urban,5,15000,55000,Assault,4,28,0,21.15883316736564,Clear,None,Highways,9.251685423385531,5,4.040771872071498,8,9
2024-07-15,Night,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Theft,2,7,0,30.20674073840094,Rainy,None,Commercial,7.18473612908857,1,7.844409820779784,19,4
2024-03-03,Evening,Sunday,41.8781,-87.6298,Urban,5,15000,55000,Assault,4,17,1,25.419946832721564,Rainy,None,Commercial,11.601671962378344,3,2.765561867955588,10,8
2024-01-25,Morning,Thursday,29.7604,-95.3698,Industrial,4,10000,50000,Theft,7,42,1,24.797532402477636,Clear,None,Highways,5.762136989763334,4,1.5644123912195689,10,6
2024-06-19,Morning,Wednesday,41.8781,-87.6298,Urban,5,15000,55000,Fraud,6,34,0,20.74236763409775,Foggy,None,Residential,8.56428138106834,0,3.537095527677845,10,4
2024-03-16,Morning,Saturday,29.7604,-95.3698,Industrial,4,10000,50000,Burglary,3,23,0,6.465577556256976,Clear,None,Highways,7.753394128458053,8,0.49555923314279715,16,1
2024-11-27,Morning,Wednesday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,7,22,1,1.0859519384676952,Foggy,None,Highways,9.534314587142342,1,8.153366172844006,16,6
2024-08-21,Evening,Wednesday,29.7604,-95.3698,Industrial,4,10000,50000,Theft,4,26,0,16.61782589190832,Foggy,None,Parks,5.712132976702437,7,5.818001270867374,10,1
2024-02-01,Afternoon,Thursday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,4,27,0,-4.208936098310372,Foggy,None,Parks,6.987649223682095,7,3.650070863968076,17,7
2024-03-20,Morning,Wednesday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,8,11,0,18.66073209121228,Rainy,None,Commercial,8.251459073973598,7,2.5045004470745424,10,6
2024-08-13,Evening,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,2,19,1,18.987321555496752,Rainy,None,Highways,6.363284152268928,5,7.640261709413157,14,3
2024-07-15,Evening,Monday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,8,9,0,4.9532269807651765,Foggy,None,Residential,5.802500526538182,10,7.076759007178197,15,8
2024-03-19,Night,Tuesday,34.0522,-118.2437,Suburban,7,5000,75000,Vandalism,8,30,0,-1.5144661878645094,Foggy,None,Parks,5.482444680109527,0,3.246558983834671,10,10
2024-05-19,Night,Sunday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,4,48,1,7.282918241524182,Clear,None,Highways,4.154279345501312,7,3.485105500752228,1,4
2024-06-17,Evening,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,7,14,0,2.686437545977758,Clear,None,Commercial,6.66267903681441,6,2.6790163360207595,5,4
2024-09-22,Night,Sunday,41.8781,-87.6298,Urban,5,15000,55000,Burglary,9,6,1,28.22419956256674,Rainy,None,Residential,8.081709862948184,3,1.8394362756762739,19,6
2024-01-13,Night,Saturday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,5,37,0,30.293613367944403,Clear,None,Commercial,5.897617470327976,5,2.0527542034620034,13,3
2024-11-04,Morning,Monday,41.8781,-87.6298,Urban,5,15000,55000,Assault,2,14,1,12.515716264697478,Clear,None,Parks,11.361464399891402,6,8.697522267763423,0,10
2024-02-20,Morning,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,4,5,1,0.7173597735408599,Rainy,None,Residential,5.812653473875631,10,8.780993688003441,3,2
2024-08-27,Afternoon,Tuesday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,2,13,1,9.716605677378304,Foggy,None,Commercial,4.3153839721675835,8,8.025371644122375,7,7
2024-03-10,Night,Sunday,41.8781,-87.6298,Urban,5,15000,55000,Robbery,3,19,0,31.2818778927436,Rainy,None,Parks,8.205154052431604,7,1.429635103855662,18,10
2024-03-08,Morning,Friday,41.8781,-87.6298,Urban,5,15000,55000,Fraud,1,13,0,-2.0465979454988403,Clear,None,Commercial,9.618092062045779,1,1.1862378973423158,17,1
2024-08-05,Night,Monday,41.8781,-87.6298,Urban,5,15000,55000,Fraud,7,29,1,23.650234576533812,Clear,None,Commercial,10.673204824618708,10,2.8042386734925895,19,6
2024-03-22,Morning,Friday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,5,32,0,13.170321361039719,Rainy,None,Highways,6.667817723701534,7,8.866777974472674,12,5
2024-01-16,Night,Tuesday,34.0522,-118.2437,Suburban,7,5000,75000,Fraud,5,7,0,0.7353878205851316,Foggy,None,Residential,4.656196403323037,5,8.130324751133186,14,1
2024-04-26,Morning,Friday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,4,18,0,5.840549979097393,Rainy,None,Commercial,5.678340303242878,4,5.867325485786874,17,1
2024-04-08,Morning,Monday,40.7128,-74.006,Downtown,3,25000,60000,Theft,6,43,1,17.366275623707278,Clear,None,Highways,7.190163142716003,3,3.2800281961362785,16,3
2024-09-29,Night,Sunday,40.7128,-74.006,Downtown,3,25000,60000,Assault,4,37,0,4.759112467643902,Rainy,None,Commercial,6.523837292215493,0,0.5248084297305678,10,1
2024-08-14,Afternoon,Wednesday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,6,7,0,9.624756344501698,Foggy,None,Commercial,9.398013969785051,0,7.488429327623668,16,2
2024-03-21,Morning,Thursday,41.8781,-87.6298,Urban,5,15000,55000,Vandalism,8,24,0,15.950990762697586,Clear,None,Highways,9.980341207167148,3,3.78078428031206,6,2
2024-09-28,Night,Saturday,40.7128,-74.006,Downtown,3,25000,60000,Assault,2,7,1,10.372801781103934,Clear,None,Parks,9.29000815508234,7,1.8808851310870065,16,2
2024-03-24,Afternoon,Sunday,34.0522,-118.2437,Suburban,7,5000,75000,Assault,4,44,0,17.745106600785387,Clear,None,Parks,3.426339371134371,5,3.2466912320980548,4,3
2024-10-03,Afternoon,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Burglary,2,32,1,29.42330233605091,Rainy,None,Residential,8.884558138927483,7,6.858292779385889,0,5
2024-01-31,Evening,Wednesday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,5,6,0,16.743227040167312,Clear,None,Residential,7.801488769551659,2,3.713453635172496,2,4
2024-08-26,Morning,Monday,34.0522,-118.2437,Suburban,7,5000,75000,Vandalism,4,41,1,29.617312253638502,Rainy,None,Highways,3.0121480745244207,0,9.82778796802564,5,8
2024-03-05,Night,Tuesday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,1,47,0,19.538715558682952,Clear,None,Parks,9.460697150380614,2,9.563553004307128,13,9
2024-05-12,Morning,Sunday,41.8781,-87.6298,Urban,5,15000,55000,Burglary,1,12,0,-0.7097563191226586,Foggy,None,Highways,10.701559688638323,6,2.693631421099051,3,6
2024-10-02,Night,Wednesday,40.7128,-74.006,Downtown,3,25000,60000,Vandalism,7,8,0,11.209808155213995,Foggy,None,Parks,6.222745398783205,2,7.528431444513829,19,7
2024-06-27,Morning,Thursday,41.8781,-87.6298,Urban,5,15000,55000,Vandalism,3,33,1,25.052554811325574,Foggy,None,Residential,7.779209876517666,4,9.030654824662577,9,3
2024-03-20,Morning,Wednesday,34.0522,-118.2437,Suburban,7,5000,75000,Robbery,5,4,1,17.000934919862548,Rainy,None,Commercial,5.745951590046088,9,1.0276814915218222,10,7
2024-10-22,Afternoon,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Vandalism,3,20,1,34.42174868228904,Foggy,None,Residential,4.123213941484492,5,5.560860430387626,1,6
2024-11-07,Morning,Thursday,34.0522,-118.2437,Suburban,7,5000,75000,Fraud,5,45,1,-3.7642372544599567,Foggy,None,Parks,5.554226931599326,5,2.3155908716706226,19,2
2024-05-27,Night,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,8,12,0,17.145446067250507,Clear,None,Parks,4.4192622508564305,9,1.3931871593934932,0,6
2024-01-26,Afternoon,Friday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,4,34,0,7.823492429473223,Foggy,None,Residential,6.875266175844365,6,6.442431383838024,9,6
2024-04-22,Night,Monday,34.0522,-118.2437,Suburban,7,5000,75000,Vandalism,4,20,0,26.712193439218158,Clear,None,Commercial,3.0092562257404083,8,9.229647617544575,3,6
2024-01-01,Night,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,7,5,0,2.8256211033279,Foggy,New Year,Residential,7.808315452592547,2,7.022367385434237,5,9
2024-09-05,Night,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Assault,8,38,0,-1.859713166380219,Rainy,None,Residential,6.339753449528422,8,2.4945986871851966,6,9
2024-06-17,Afternoon,Monday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,8,46,0,6.438665501177123,Foggy,None,Highways,7.39938659767391,5,0.13462489436577457,3,10
2024-09-17,Evening,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Assault,2,14,0,2.1531983667506083,Clear,None,Residential,5.781214904195659,6,1.5894366763847243,12,4
2024-07-29,Afternoon,Monday,40.7128,-74.006,Downtown,3,25000,60000,Fraud,1,46,0,16.901679257518527,Clear,None,Parks,6.6381872164359645,3,4.5433851581933835,14,3
2024-10-31,Night,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Fraud,8,40,0,13.828939540893717,Clear,Festival,Parks,8.91066009944442,0,3.8344426232861486,13,6
2024-04-09,Afternoon,Tuesday,29.7604,-95.3698,Industrial,4,10000,50000,Robbery,9,28,0,24.688397972660425,Foggy,None,Residential,6.723856618897791,6,4.6668270377083685,7,3
2024-07-14,Evening,Sunday,29.7604,-95.3698,Industrial,4,10000,50000,Fraud,7,26,0,2.3648251527516617,Clear,None,Commercial,5.632904969115135,8,3.9452879925650852,1,1
2024-03-21,Evening,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Assault,3,19,0,30.59866149760414,Clear,None,Highways,6.310755746924486,0,1.0971876390734856,14,6
2024-02-20,Morning,Tuesday,34.0522,-118.2437,Suburban,7,5000,75000,Assault,7,13,1,9.075084021417394,Foggy,None,Highways,4.962983085287158,8,5.865626560776689,6,3
2024-07-25,Afternoon,Thursday,41.8781,-87.6298,Urban,5,15000,55000,Fraud,4,2,0,9.771632520305156,Clear,None,Commercial,8.32477526749662,4,8.932052605740166,14,4
2024-08-15,Night,Thursday,40.7128,-74.006,Downtown,3,25000,60000,Robbery,4,35,0,25.360859659098,Clear,Festival,Residential,7.873670437901721,10,1.7639260498146372,11,6
2024-01-22,Afternoon,Monday,34.0522,-118.2437,Suburban,7,5000,75000,Fraud,9,4,0,0.7842870813692304,Foggy,None,Highways,4.723998683710942,10,4.835173820994018,8,6
